,Age,Workclass,fnlwgt,Education,Education.Num,Marital.Status,Occupation,Race,Sex,Capital.Gain,Hours.per.week,Country,Salary
30597,42,Government,191149,Masters,14,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
8325,50,Other,116211,Prof-school,15,Married,Exec-managerial,White,Male,0,52,US,>50K
8540,35,Government,258037,HS-grad,9,Married,Craft-repair,White,Male,0,40,Non-US,>50K
21532,25,Other,98756,Some-college,10,Divorced,Adm-clerical,White,Female,0,50,US,<=50K
3360,57,Other,42959,Bachelors,13,Married,Sales,White,Female,0,40,US,>50K
17961,37,Private,215476,HS-grad,9,Never-married,Handlers-cleaners,Black,Female,0,30,US,<=50K
19904,34,Private,265706,Masters,14,Never-married,Sales,White,Male,0,60,US,>50K
533,41,Private,101739,Assoc-acdm,12,Married,Exec-managerial,White,Female,0,50,US,>50K
23326,21,Private,148444,Some-college,10,Never-married,Sales,White,Female,0,25,US,<=50K
6901,39,Private,269722,Bachelors,13,Married,Exec-managerial,White,Male,0,70,US,<=50K
20824,23,Private,272185,Assoc-voc,11,Never-married,Craft-repair,White,Male,0,33,US,<=50K
30176,43,Other,237670,Assoc-voc,11,Divorced,Exec-managerial,White,Male,0,25,US,<=50K
11774,31,Other,29152,<=12th,8,Married,Other-service,White,Female,0,40,US,<=50K
20766,55,Private,190514,<=12th,4,Married,Adm-clerical,White,Male,0,75,US,<=50K
21624,41,Other,125831,HS-grad,9,Married,Sales,White,Male,0,55,US,>50K
30041,21,Other,142766,Some-college,10,Never-married,Exec-managerial,White,Male,0,40,US,<=50K
8561,43,Government,262233,Bachelors,13,Divorced,Exec-managerial,White,Male,0,40,US,>50K
21708,42,Private,197522,Some-college,10,Separated,Machine-op-inspct,Black,Female,0,40,US,<=50K
30633,18,Private,138557,<=12th,7,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
4874,50,Private,184424,Some-college,10,Married,Adm-clerical,White,Female,0,38,US,>50K
21027,49,Government,358668,Doctorate,16,Married,Prof-specialty,White,Male,0,45,US,>50K
18400,27,Other,376936,HS-grad,9,Never-married,Sales,White,Male,0,50,US,<=50K
27209,19,Other,149528,Some-college,10,Never-married,Farming-fishing,White,Male,0,12,US,<=50K
25755,17,Other,47407,<=12th,7,Never-married,?,White,Male,0,10,US,<=50K
26355,23,Government,344394,Some-college,10,Married,Adm-clerical,White,Female,0,40,US,<=50K
20584,67,Other,179285,Bachelors,13,Married,Sales,White,Male,0,30,US,<=50K
3533,63,Private,230823,<=12th,8,Married,Transport-moving,White,Male,0,40,Non-US,<=50K
6951,26,Private,134287,Assoc-voc,11,Never-married,Sales,White,Female,0,35,US,<=50K
5117,22,Private,124971,Bachelors,13,Never-married,Sales,White,Male,0,40,US,<=50K
25335,46,Other,216414,Masters,14,Married,Sales,White,Male,0,60,US,>50K
9995,38,Private,80303,Some-college,10,Married,Sales,White,Male,0,60,US,>50K
5,37,Private,284582,Masters,14,Married,Exec-managerial,White,Female,0,40,US,<=50K
18995,46,Private,171095,Assoc-acdm,12,Divorced,Sales,White,Female,0,38,US,<=50K
31097,56,Private,122390,Assoc-voc,11,Married,Sales,White,Male,15024,40,US,>50K
3328,45,Private,247869,Bachelors,13,Married,Prof-specialty,White,Male,0,60,US,>50K
10193,51,Government,27166,HS-grad,9,Married,Tech-support,White,Male,0,40,US,<=50K
16419,42,Private,376072,HS-grad,9,Married,Transport-moving,White,Male,0,30,US,<=50K
17047,57,Private,199572,<=12th,7,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
9086,42,Private,37869,Some-college,10,Divorced,Machine-op-inspct,White,Male,0,40,US,<=50K
28292,54,Private,98436,Masters,14,Married,Other-service,White,Male,0,40,US,<=50K
19648,44,Private,98466,<=12th,6,Never-married,Farming-fishing,White,Male,0,35,US,<=50K
23274,41,Private,252986,Some-college,10,Married,Craft-repair,White,Male,0,48,US,>50K
5865,24,Private,190293,Bachelors,13,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
31913,18,Other,90230,HS-grad,9,Never-married,?,White,Male,0,20,US,<=50K
3518,51,Government,199688,Bachelors,13,Married,Protective-serv,White,Male,0,40,US,>50K
3848,28,Private,282398,Some-college,10,Separated,Tech-support,White,Male,0,40,US,>50K
17260,64,Other,269512,Bachelors,13,Divorced,Tech-support,White,Male,0,40,US,<=50K
2394,18,Private,343059,Some-college,10,Never-married,Sales,White,Female,0,40,US,<=50K
11557,23,Private,123490,<=12th,7,Divorced,Other-service,White,Female,0,35,US,<=50K
28038,32,Private,141490,Assoc-voc,11,Divorced,Exec-managerial,White,Female,0,50,US,<=50K
13248,68,Private,168794,<=12th,1,Never-married,Machine-op-inspct,White,Male,0,10,US,<=50K
4016,28,Private,66473,HS-grad,9,Divorced,Machine-op-inspct,White,Male,0,40,US,<=50K
5550,29,Private,132874,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
17603,42,Government,263871,HS-grad,9,Married,Adm-clerical,White,Male,0,8,US,<=50K
29059,36,Private,186110,Some-college,10,Married,Transport-moving,White,Male,0,40,US,<=50K
17938,41,Private,372682,Some-college,10,Married,Adm-clerical,White,Female,0,40,US,>50K
21381,22,Private,418405,Some-college,10,Married,Craft-repair,White,Male,0,40,US,<=50K
32135,48,Private,175070,HS-grad,9,Divorced,Exec-managerial,White,Female,0,40,US,>50K
7068,22,Private,164922,HS-grad,9,Married,Other-service,White,Male,0,40,US,<=50K
10205,29,Private,183627,HS-grad,9,Married,Machine-op-inspct,White,Male,3137,48,Non-US,<=50K
30149,50,Private,135465,Bachelors,13,Married,Exec-managerial,White,Male,0,50,US,>50K
20666,38,Private,156728,Bachelors,13,Married,Adm-clerical,White,Male,0,56,US,<=50K
7466,23,Private,352606,HS-grad,9,Divorced,Priv-house-serv,White,Female,0,40,US,<=50K
27701,38,Other,108293,Masters,14,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
21193,40,Private,107306,Bachelors,13,Married,Exec-managerial,White,Male,0,40,US,>50K
30431,54,Private,172962,Bachelors,13,Divorced,Prof-specialty,White,Male,0,40,US,<=50K
31919,44,Private,228057,<=12th,4,Married,Machine-op-inspct,White,Female,0,40,Non-US,<=50K
20680,58,Private,186385,Doctorate,16,Never-married,Prof-specialty,White,Male,0,8,US,<=50K
31149,52,Other,230767,Bachelors,13,Married,Exec-managerial,White,Male,0,60,Non-US,>50K
16434,33,Private,147700,HS-grad,9,Married,Craft-repair,Other,Male,0,40,US,<=50K
1518,25,Private,212495,Bachelors,13,Never-married,Exec-managerial,White,Male,0,40,US,<=50K
32250,43,Private,409922,Bachelors,13,Married,Exec-managerial,White,Male,0,50,US,>50K
8918,34,Other,314375,Some-college,10,Married,Sales,White,Male,0,60,US,>50K
23831,44,Private,267521,Bachelors,13,Divorced,Adm-clerical,White,Female,0,40,US,<=50K
25665,19,Private,378114,HS-grad,9,Married,Craft-repair,White,Male,0,25,US,<=50K
32034,57,Private,226875,<=12th,4,Married,Sales,White,Male,0,50,US,<=50K
23028,33,Government,137184,Assoc-acdm,12,Divorced,Exec-managerial,White,Male,0,50,US,>50K
10584,27,Private,266973,HS-grad,9,Married,Craft-repair,White,Male,0,60,US,<=50K
9810,24,Private,509629,HS-grad,9,Never-married,Other-service,White,Female,0,25,US,<=50K
14121,53,Private,152883,HS-grad,9,Widowed,Adm-clerical,Black,Female,0,40,US,<=50K
12589,65,Other,143118,HS-grad,9,Widowed,?,White,Female,0,10,US,<=50K
18253,22,Private,160398,Some-college,10,Never-married,Sales,White,Male,0,38,US,<=50K
10127,45,Private,34248,HS-grad,9,Married,Sales,White,Male,0,50,US,<=50K
16107,41,Private,116391,Bachelors,13,Married,Handlers-cleaners,White,Male,0,40,Non-US,<=50K
28900,28,Other,237466,Some-college,10,Married,Adm-clerical,White,Female,0,30,US,>50K
9177,36,Private,114605,Assoc-voc,11,Married,Adm-clerical,White,Male,0,40,US,>50K
24039,26,Private,222637,<=12th,6,Never-married,Craft-repair,White,Male,0,55,Non-US,<=50K
483,41,Private,193626,HS-grad,9,Married,Craft-repair,White,Female,0,40,US,<=50K
26785,42,Private,341638,<=12th,7,Divorced,Craft-repair,White,Male,0,40,US,<=50K
27512,39,Private,86143,<=12th,3,Married,Other-service,Asian-Pac-Islander,Male,0,40,Non-US,<=50K
16940,18,Private,220836,<=12th,7,Never-married,Other-service,White,Female,0,20,US,<=50K
23757,27,Private,223751,Some-college,10,Never-married,Craft-repair,White,Male,0,45,US,<=50K
14274,22,Private,253310,Bachelors,13,Never-married,Exec-managerial,White,Female,0,7,US,<=50K
16134,71,Private,180733,Masters,14,Never-married,Other-service,White,Female,0,20,US,<=50K
26416,17,Other,67808,<=12th,6,Never-married,?,White,Male,0,40,US,<=50K
14304,22,Private,156822,<=12th,6,Never-married,Sales,White,Female,0,25,US,<=50K
26574,38,Private,318610,Some-college,10,Divorced,Adm-clerical,Black,Female,0,40,US,<=50K
6487,28,Private,114967,Bachelors,13,Married,Prof-specialty,White,Male,0,40,US,>50K
27787,37,Private,162424,HS-grad,9,Married,Craft-repair,White,Male,0,45,US,<=50K
2046,23,Other,196816,HS-grad,9,Never-married,?,White,Male,0,30,US,<=50K
5702,39,Private,305597,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,>50K
23121,23,Private,105617,<=12th,5,Never-married,Transport-moving,White,Male,0,40,US,<=50K
19588,27,Private,246440,<=12th,7,Divorced,Machine-op-inspct,White,Female,0,40,US,<=50K
8594,28,Private,215955,Bachelors,13,Married,Exec-managerial,White,Male,3103,40,US,>50K
8950,27,Private,216481,Bachelors,13,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
2126,20,Other,81853,Some-college,10,Never-married,?,Asian-Pac-Islander,Female,0,15,US,<=50K
6496,20,Private,260199,HS-grad,9,Never-married,Adm-clerical,White,Female,0,10,US,<=50K
12761,21,Private,329530,<=12th,7,Married,Craft-repair,White,Male,0,40,Non-US,<=50K
20269,34,Other,93834,HS-grad,9,Separated,?,White,Female,0,8,US,<=50K
13881,38,Private,210866,HS-grad,9,Married,Exec-managerial,White,Male,0,44,US,>50K
4540,41,Private,95047,Assoc-voc,11,Married,Adm-clerical,White,Female,7688,44,US,>50K
25860,27,Private,493689,Bachelors,13,Never-married,Tech-support,Black,Female,0,40,Non-US,<=50K
12443,28,Private,215014,HS-grad,9,Married,Transport-moving,White,Male,0,50,US,<=50K
26563,50,Private,198362,Assoc-voc,11,Widowed,Exec-managerial,White,Female,0,40,US,<=50K
32272,38,Private,447346,Some-college,10,Married,Craft-repair,White,Male,0,36,US,>50K
6120,48,Government,205707,Masters,14,Married,Exec-managerial,White,Female,10520,50,US,>50K
13051,24,Private,315303,HS-grad,9,Never-married,Handlers-cleaners,Black,Male,0,25,US,<=50K
18482,29,Government,376302,Assoc-voc,11,Married,Tech-support,White,Female,0,35,Non-US,>50K
9631,38,Private,35429,HS-grad,9,Married,Handlers-cleaners,White,Male,0,40,US,<=50K
6947,37,Other,27997,HS-grad,9,Never-married,Transport-moving,White,Male,0,50,US,<=50K
18871,52,Private,144361,Assoc-voc,11,Married,Craft-repair,White,Male,0,40,US,>50K
26882,29,Government,190525,Bachelors,13,Married,Prof-specialty,White,Male,0,60,Non-US,>50K
18132,31,Other,108468,Prof-school,15,Married,Prof-specialty,White,Male,0,60,US,>50K
15944,60,Private,131681,Bachelors,13,Married,Exec-managerial,White,Male,0,50,US,>50K
2822,22,Private,427686,<=12th,6,Divorced,Craft-repair,White,Male,0,40,US,<=50K
19014,25,Private,122175,Bachelors,13,Married,Prof-specialty,White,Male,0,45,US,>50K
17259,57,Other,123053,Prof-school,15,Married,Prof-specialty,Asian-Pac-Islander,Male,15024,50,Non-US,>50K
9626,52,Other,115209,Prof-school,15,Married,?,Asian-Pac-Islander,Female,0,40,Non-US,<=50K
6439,80,Private,249983,<=12th,4,Widowed,Other-service,White,Female,0,24,US,<=50K
11648,42,Government,115932,Bachelors,13,Divorced,Adm-clerical,White,Male,0,40,US,<=50K
32444,51,Private,101432,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
9932,28,Other,200515,Some-college,10,Married,Craft-repair,White,Male,0,40,US,<=50K
15889,43,Government,155106,Bachelors,13,Married,Handlers-cleaners,White,Male,0,53,US,<=50K
25078,74,Private,260669,<=12th,6,Divorced,Other-service,White,Female,0,1,US,<=50K
18403,45,Private,36006,Bachelors,13,Married,Craft-repair,White,Male,0,45,US,>50K
24557,53,Private,182855,<=12th,6,Divorced,Adm-clerical,White,Female,0,48,US,<=50K
26604,24,Private,322674,Assoc-acdm,12,Never-married,Handlers-cleaners,White,Male,0,48,US,<=50K
9322,26,Private,523067,Some-college,10,Never-married,Prof-specialty,White,Male,0,3,Non-US,<=50K
32398,24,Private,222005,HS-grad,9,Never-married,Other-service,White,Male,0,30,US,<=50K
6638,31,Other,114639,Assoc-voc,11,Married,Craft-repair,White,Male,0,50,US,<=50K
4600,53,Private,79324,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,>50K
26522,70,Other,158642,HS-grad,9,Widowed,?,White,Female,2993,20,US,<=50K
3048,53,Other,279129,Some-college,10,Married,Farming-fishing,White,Male,0,30,US,<=50K
14582,35,Private,187415,<=12th,3,Married,Machine-op-inspct,Asian-Pac-Islander,Male,0,50,Non-US,<=50K
12288,41,Other,309056,Doctorate,16,Married,Prof-specialty,White,Male,0,50,US,>50K
6759,31,Private,48588,Some-college,10,Married,Craft-repair,White,Male,0,40,US,<=50K
10857,34,Private,349169,Masters,14,Married,Craft-repair,White,Male,0,40,Non-US,<=50K
12673,30,Private,87561,Assoc-acdm,12,Never-married,Tech-support,White,Female,0,40,US,<=50K
27656,42,Other,196514,Some-college,10,Never-married,Prof-specialty,White,Male,0,40,US,<=50K
4451,19,Private,246226,HS-grad,9,Never-married,Craft-repair,White,Female,0,40,US,<=50K
22330,69,Private,145656,Some-college,10,Widowed,Adm-clerical,White,Female,0,24,US,<=50K
31820,39,Private,451059,<=12th,5,Married,Handlers-cleaners,White,Male,0,40,US,<=50K
29401,60,Private,188650,<=12th,3,Married,Sales,White,Male,0,40,Non-US,>50K
17722,17,Private,140027,<=12th,7,Never-married,Other-service,White,Female,0,25,US,<=50K
5924,43,Private,104660,Bachelors,13,Separated,Prof-specialty,White,Male,0,45,US,<=50K
14591,43,Private,197397,Some-college,10,Married,Prof-specialty,Other,Female,0,6,Non-US,<=50K
1179,24,Government,289886,<=12th,7,Never-married,Other-service,Asian-Pac-Islander,Male,0,45,US,<=50K
4689,31,Private,152940,Some-college,10,Married,Craft-repair,White,Male,0,40,US,<=50K
1777,59,Government,147707,HS-grad,9,Widowed,Farming-fishing,White,Male,0,40,US,<=50K
20392,33,Private,219034,<=12th,7,Never-married,Sales,White,Female,0,40,US,<=50K
24049,32,Private,53277,Masters,14,Married,Exec-managerial,White,Male,0,60,US,>50K
27430,34,Other,156809,Some-college,10,Never-married,Craft-repair,White,Male,0,60,US,<=50K
10575,70,Private,170428,Bachelors,13,Widowed,Prof-specialty,White,Female,0,20,Non-US,<=50K
8992,24,Private,154571,Some-college,10,Never-married,Adm-clerical,Asian-Pac-Islander,Male,0,20,US,<=50K
5633,21,Private,249957,HS-grad,9,Never-married,Adm-clerical,White,Male,0,40,US,<=50K
4465,49,Private,185041,Masters,14,Married,Exec-managerial,White,Male,0,40,US,>50K
2428,41,Private,154194,HS-grad,9,Never-married,Sales,White,Female,0,40,US,<=50K
7284,40,Government,163215,Bachelors,13,Never-married,Prof-specialty,White,Female,0,40,Non-US,<=50K
11336,41,Other,518030,Bachelors,13,Never-married,Protective-serv,Black,Male,0,40,Non-US,<=50K
1718,35,Private,30381,Bachelors,13,Married,Sales,White,Male,0,45,US,>50K
2307,20,Private,217807,Some-college,10,Never-married,Handlers-cleaners,White,Male,0,35,US,<=50K
13283,46,Private,369538,Some-college,10,Married,Sales,White,Male,0,40,US,>50K
27469,19,Private,220101,Some-college,10,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
724,42,Private,162140,Bachelors,13,Married,Exec-managerial,White,Male,7298,45,US,>50K
17911,32,Private,222654,<=12th,6,Divorced,Machine-op-inspct,White,Male,0,40,US,<=50K
15877,37,Private,79586,Bachelors,13,Married,Exec-managerial,Asian-Pac-Islander,Male,0,40,Non-US,<=50K
15307,39,Private,237943,HS-grad,9,Divorced,Machine-op-inspct,White,Male,0,40,US,<=50K
13833,27,Private,189974,Some-college,10,Divorced,Adm-clerical,White,Female,0,20,US,<=50K
26469,19,Private,216804,<=12th,4,Never-married,Other-service,White,Male,0,33,US,<=50K
303,55,Private,238638,HS-grad,9,Married,Sales,White,Male,4386,40,US,>50K
93,30,Private,117747,HS-grad,9,Married,Sales,Asian-Pac-Islander,Female,0,35,Non-US,<=50K
200,26,Private,397317,Masters,14,Never-married,Prof-specialty,White,Female,0,40,US,<=50K
2558,58,Other,110517,Doctorate,16,Married,Prof-specialty,Asian-Pac-Islander,Male,4064,40,Non-US,<=50K
25131,49,Other,215096,<=12th,5,Divorced,Other-service,White,Female,0,20,US,<=50K
32308,37,Private,377798,Some-college,10,Married,Craft-repair,White,Male,3103,40,US,>50K
17717,30,Other,33811,Bachelors,13,Married,?,Other,Female,0,40,Non-US,>50K
30748,28,Private,119287,Bachelors,13,Married,Exec-managerial,White,Female,15024,28,US,>50K
18445,36,Private,143385,HS-grad,9,Never-married,Craft-repair,White,Male,0,40,US,<=50K
28545,36,Private,185099,HS-grad,9,Married,Transport-moving,White,Male,0,70,US,>50K
28647,49,Private,250733,HS-grad,9,Married,Craft-repair,White,Male,0,46,US,<=50K
5024,45,Government,181970,HS-grad,9,Married,Adm-clerical,White,Male,0,40,US,<=50K
29754,48,Private,317360,Some-college,10,Divorced,Adm-clerical,White,Female,0,50,US,<=50K
8877,27,Private,204788,HS-grad,9,Never-married,Adm-clerical,White,Female,0,40,US,<=50K
21444,32,Private,210562,HS-grad,9,Married,Machine-op-inspct,White,Male,0,40,US,<=50K
6440,24,Other,161508,HS-grad,9,Never-married,Craft-repair,White,Male,0,50,US,<=50K
5385,61,Private,173924,<=12th,5,Divorced,Handlers-cleaners,White,Male,0,40,Non-US,>50K
29218,20,Private,238917,HS-grad,9,Never-married,Craft-repair,White,Male,0,40,Non-US,<=50K
1364,31,Government,168312,Assoc-voc,11,Never-married,Exec-managerial,White,Female,0,40,US,<=50K
6660,43,Private,124692,Bachelors,13,Married,Sales,White,Male,0,40,US,>50K
10570,21,Other,188535,Some-college,10,Never-married,?,White,Male,0,40,US,<=50K
27990,33,Private,184016,HS-grad,9,Never-married,Transport-moving,White,Male,0,40,US,<=50K
7101,37,Private,120045,HS-grad,9,Divorced,Machine-op-inspct,White,Female,0,56,US,<=50K
27388,20,Private,471452,Some-college,10,Never-married,Other-service,White,Male,0,30,US,<=50K
16288,34,Government,105540,Bachelors,13,Married,Prof-specialty,White,Male,0,40,US,<=50K
362,43,Private,180609,Bachelors,13,Married,Transport-moving,White,Male,0,45,US,<=50K
17715,37,Private,549174,HS-grad,9,Married,Craft-repair,White,Male,0,50,US,>50K
561,54,Private,212960,Bachelors,13,Married,Sales,White,Male,0,35,US,>50K
22774,28,Private,188064,HS-grad,9,Married,Craft-repair,White,Male,0,35,Non-US,<=50K
2902,43,Private,307767,HS-grad,9,Married,Handlers-cleaners,White,Male,0,40,US,<=50K
9622,24,Other,147147,Bachelors,13,Never-married,Adm-clerical,Black,Female,0,20,US,<=50K
30526,38,Private,226357,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
11455,23,Private,82889,Some-college,10,Never-married,Adm-clerical,White,Female,0,16,US,<=50K
14896,17,Private,327127,<=12th,7,Never-married,Transport-moving,White,Male,0,20,US,<=50K
30733,42,Private,104647,HS-grad,9,Divorced,Other-service,White,Male,0,40,US,<=50K
20753,44,Other,138975,HS-grad,9,Married,Craft-repair,White,Male,0,55,US,<=50K
18417,24,Private,117167,Some-college,10,Never-married,Other-service,White,Female,0,53,US,<=50K
24844,41,Private,49797,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
30561,60,Private,132529,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
14964,23,Private,413345,Bachelors,13,Never-married,Adm-clerical,White,Female,0,60,US,<=50K
13069,23,Other,302836,Assoc-acdm,12,Married,?,White,Male,0,40,Non-US,<=50K
31998,52,Other,89951,<=12th,8,Married,?,Black,Female,0,40,US,>50K
21486,28,Private,129882,Some-college,10,Never-married,Adm-clerical,Black,Female,0,40,US,<=50K
28539,27,Private,279960,HS-grad,9,Married,Sales,White,Male,0,40,US,<=50K
27176,52,Private,99184,HS-grad,9,Divorced,Transport-moving,White,Male,0,40,US,<=50K
2743,30,Other,199539,HS-grad,9,Married,Adm-clerical,White,Male,0,40,US,<=50K
26675,47,Private,160187,HS-grad,9,Separated,Prof-specialty,Black,Female,14084,38,US,>50K
4565,55,Private,80445,Bachelors,13,Married,Craft-repair,White,Male,0,40,US,<=50K
1038,34,Private,289984,HS-grad,9,Divorced,Priv-house-serv,Black,Female,0,30,US,<=50K
32195,41,Private,112283,HS-grad,9,Married,Craft-repair,White,Male,0,60,US,>50K
12123,21,Private,138768,Some-college,10,Never-married,Sales,White,Male,0,40,US,<=50K
727,20,Private,299047,Some-college,10,Never-married,Other-service,White,Female,0,20,US,<=50K
15614,49,Private,139268,Some-college,10,Never-married,Craft-repair,White,Male,0,40,US,<=50K
32086,53,Private,141388,<=12th,7,Married,Craft-repair,White,Male,0,40,US,<=50K
19242,56,Private,134756,HS-grad,9,Never-married,Other-service,Black,Female,0,40,US,<=50K
18111,55,Private,98746,Some-college,10,Married,Tech-support,White,Male,0,50,Non-US,>50K
26048,30,Private,270886,Some-college,10,Never-married,Other-service,White,Female,0,40,US,<=50K
15978,25,Private,160261,Some-college,10,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,40,Non-US,<=50K
15671,39,Private,231141,HS-grad,9,Married,Machine-op-inspct,White,Male,2829,40,US,<=50K
12218,21,Other,199915,Some-college,10,Never-married,?,White,Female,0,35,US,<=50K
705,44,Private,63042,Bachelors,13,Divorced,Exec-managerial,White,Female,0,50,US,>50K
28341,26,Private,198801,HS-grad,9,Married,Craft-repair,White,Male,0,45,US,<=50K
13589,29,Other,162312,Some-college,10,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,45,Non-US,<=50K
15256,74,Other,29887,HS-grad,9,Widowed,?,White,Female,0,10,US,<=50K
11871,40,Private,280362,HS-grad,9,Married,Transport-moving,White,Male,0,35,US,<=50K
10766,34,Private,203488,Some-college,10,Married,Transport-moving,White,Male,0,40,US,<=50K
25866,55,Other,182273,Some-college,10,Married,Sales,White,Male,0,40,US,<=50K
25421,59,Private,77884,Assoc-voc,11,Never-married,Craft-repair,Asian-Pac-Islander,Male,0,40,US,<=50K
1597,37,Private,910398,Bachelors,13,Never-married,Sales,Black,Female,0,40,US,<=50K
9251,52,Private,46788,Bachelors,13,Divorced,Craft-repair,White,Male,0,25,US,<=50K
31970,47,Private,222529,Bachelors,13,Married,Farming-fishing,White,Male,0,65,US,<=50K
17204,22,Private,362309,Some-college,10,Never-married,Other-service,White,Male,0,35,US,<=50K
3815,20,Private,196745,Some-college,10,Never-married,Other-service,White,Female,594,16,US,<=50K
23056,50,Government,306707,HS-grad,9,Never-married,Adm-clerical,Black,Female,0,12,US,<=50K
15617,46,Private,94809,Some-college,10,Divorced,Priv-house-serv,White,Female,0,30,US,<=50K
957,33,Government,298785,<=12th,6,Divorced,Transport-moving,White,Male,0,40,US,<=50K
24769,19,Private,175507,HS-grad,9,Never-married,Other-service,White,Female,0,30,US,<=50K
1252,30,Private,283767,HS-grad,9,Married,Adm-clerical,White,Male,0,40,Non-US,<=50K
10539,22,Other,289984,Some-college,10,Never-married,?,Black,Female,0,25,US,<=50K
12093,24,Other,151153,Some-college,10,Never-married,?,Asian-Pac-Islander,Male,99999,50,Non-US,>50K
13002,26,Private,38232,Bachelors,13,Never-married,Prof-specialty,White,Male,0,50,US,<=50K
32114,40,Private,137225,Masters,14,Married,Exec-managerial,White,Male,0,40,US,>50K
1847,21,Private,538319,Some-college,10,Never-married,Other-service,White,Female,0,40,Non-US,<=50K
6656,31,Private,118941,Some-college,10,Divorced,Other-service,White,Female,0,20,US,<=50K
13005,44,Private,116825,Prof-school,15,Married,Prof-specialty,White,Male,15024,80,US,>50K
12772,21,Private,31606,Some-college,10,Never-married,Other-service,White,Female,0,25,Non-US,<=50K
20528,36,Private,111128,HS-grad,9,Separated,Craft-repair,White,Male,0,40,US,<=50K
24343,55,Private,254627,HS-grad,9,Married,Other-service,White,Male,0,40,US,<=50K
5049,32,Private,473133,Masters,14,Married,Prof-specialty,White,Male,0,40,US,>50K
9390,60,Private,135470,<=12th,3,Married,Craft-repair,White,Male,0,40,Non-US,<=50K
25205,22,Private,258509,HS-grad,9,Never-married,Transport-moving,Black,Male,0,24,US,<=50K
22304,32,Private,252257,Assoc-acdm,12,Never-married,Adm-clerical,White,Female,0,45,US,<=50K
3911,61,Private,166124,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,>50K
21573,52,Private,160703,Doctorate,16,Married,Prof-specialty,White,Male,0,65,US,>50K
23708,40,Government,219266,HS-grad,9,Married,Exec-managerial,White,Male,0,40,US,>50K
30409,42,Private,345504,Assoc-voc,11,Divorced,Adm-clerical,White,Female,0,35,US,<=50K
26413,23,Private,45713,Some-college,10,Never-married,Craft-repair,White,Male,0,40,US,<=50K
12740,29,Other,133846,Some-college,10,Never-married,Other-service,White,Female,0,40,US,<=50K
29399,21,Private,265356,Some-college,10,Never-married,Sales,White,Male,0,40,US,<=50K
11585,33,Other,137616,Masters,14,Never-married,Prof-specialty,Black,Female,0,35,US,<=50K
4701,36,Private,167482,<=12th,6,Never-married,Handlers-cleaners,White,Male,0,40,US,<=50K
13884,70,Other,26990,HS-grad,9,Married,?,White,Male,0,60,US,<=50K
32203,51,Government,223206,Doctorate,16,Married,Prof-specialty,Asian-Pac-Islander,Male,15024,40,Non-US,>50K
25497,26,Private,159603,Assoc-acdm,12,Never-married,Adm-clerical,White,Female,0,32,US,<=50K
29006,67,Other,431426,Assoc-acdm,12,Married,Exec-managerial,White,Female,20051,4,US,>50K
19737,42,Private,29962,HS-grad,9,Married,Craft-repair,White,Male,0,40,US,<=50K
22972,47,Private,112791,HS-grad,9,Married,Protective-serv,White,Male,0,40,US,<=50K
16500,52,Private,178983,Doctorate,16,Married,Prof-specialty,White,Male,0,40,Non-US,>50K
31265,20,Private,162688,Assoc-voc,11,Never-married,Other-service,White,Male,0,40,US,<=50K
14346,46,Government,124071,Masters,14,Divorced,Exec-managerial,White,Female,0,65,US,>50K
18542,67,Other,171564,HS-grad,9,Married,Prof-specialty,White,Female,20051,30,Non-US,>50K
25189,51,Private,316059,Some-college,10,Divorced,Exec-managerial,White,Female,0,36,US,<=50K
2202,55,Private,227158,Bachelors,13,Widowed,Adm-clerical,White,Female,0,40,US,<=50K
20514,25,Other,108542,Some-college,10,Married,Protective-serv,White,Male,0,40,US,<=50K
23625,34,Other,203488,HS-grad,9,Married,Craft-repair,White,Male,0,60,US,<=50K
9685,20,Private,32426,Some-college,10,Never-married,Sales,White,Male,0,25,US,<=50K
1108,41,Private,118212,Bachelors,13,Married,Craft-repair,White,Male,3103,40,US,>50K
2704,21,Private,34616,Some-college,10,Never-married,Other-service,White,Female,0,25,US,<=50K
14632,20,Government,247794,Assoc-voc,11,Never-married,Adm-clerical,White,Female,0,35,US,<=50K
29110,48,Other,481987,<=12th,6,Married,Exec-managerial,White,Male,0,40,US,<=50K
14883,48,Private,193775,Bachelors,13,Divorced,Adm-clerical,White,Male,0,38,US,>50K
14164,20,Private,170091,Some-college,10,Never-married,Other-service,White,Female,0,35,US,<=50K
