age,workclass,fnlwgt,education,educational.num,marital.status,occupation,race,gender,capital.gain,capital.loss,hours.per.week,native.country,income
46,Private,289705,Assoc-voc,15,Separated,Other-service,Asian-Pac-Islander,Female,0,1,31,Non-US,<=50K
19,Private,306862,Assoc-voc,10,Never-married,Handlers-cleaners,White,Male,29,1,40,US,<=50K
34,Private,325478,Assoc-acdm,14,Divorced,Sales,White,Female,0,0,32,US,<=50K
40,Private,208011,Some-college,10,Married,Adm-clerical,White,Male,0,0,45,Non-US,>50K
69,Private,252026,Some-college,10,Married,Sales,White,Female,0,1,68,Non-US,<=50K
45,Government,323302,Masters,14,Married,Exec-managerial,White,Male,24,1,40,US,>50K
38,Private,133029,Assoc-voc,12,Widowed,Adm-clerical,White,Female,4,0,40,US,<=50K
31,Private,260680,Bachelors,13,Married,Handlers-cleaners,White,Male,0,0,40,US,>50K
55,Self-emp-inc,274045,Assoc-acdm,16,Married,Sales,White,Female,0,0,50,US,<=50K
40,Government,167881,HS-grad,9,Divorced,Adm-clerical,White,Female,30,0,38,US,<=50K
30,Private,163993,Bachelors,13,Never-married,Other-service,White,Male,0,0,12,US,<=50K
43,Private,214791,HS-grad,13,Separated,Priv-house-serv,White,Female,1,0,37,US,<=50K
52,Private,126675,Some-college,10,Married,Handlers-cleaners,White,Female,25,1,45,US,<=50K
26,Government,174071,Assoc-voc,11,Never-married,Other-service,White,Female,19,1,75,US,<=50K
54,Private,131042,<=12th,6,Married,Machine-op-inspct,Black,Male,0,0,40,US,>50K
56,Government,189682,Some-college,10,Divorced,Exec-managerial,White,Female,0,1,35,US,<=50K
25,Private,224596,<=12th,7,Married,Handlers-cleaners,White,Male,0,0,40,US,<=50K
43,Private,239578,<=12th,7,Married,Handlers-cleaners,White,Male,59,0,35,US,<=50K
25,Government,244637,HS-grad,9,Never-married,Adm-clerical,White,Female,0,0,41,US,<=50K
38,Private,66815,Bachelors,9,Divorced,Exec-managerial,White,Female,3667,0,57,US,<=50K
41,Private,178121,Bachelors,13,Married,Prof-specialty,White,Male,0,1,40,Non-US,>50K
53,Private,177066,Masters,14,Never-married,Prof-specialty,White,Female,30,0,40,US,>50K
27,Self-emp-not-inc,38791,HS-grad,9,Never-married,Craft-repair,Black,Female,0,0,40,US,<=50K
41,Government,277189,Bachelors,13,Married,Exec-managerial,White,Male,4330,0,40,US,>50K
22,Self-emp-not-inc,401138,HS-grad,9,Never-married,Sales,White,Male,11,0,6,US,<=50K
17,Private,152912,<=12th,4,Never-married,Machine-op-inspct,White,Female,3,0,40,US,<=50K
29,Government,140302,HS-grad,9,Never-married,Other-service,Asian-Pac-Islander,Male,31,0,18,Non-US,<=50K
28,Government,141637,Masters,11,Never-married,Prof-specialty,Black,Female,1,0,40,US,<=50K
43,Government,114009,Assoc-acdm,12,Divorced,Prof-specialty,White,Female,25,2141,58,US,<=50K
49,Private,103274,Masters,14,Married,Prof-specialty,Black,Male,39,2,40,US,>50K
48,Private,239341,Assoc-acdm,11,Divorced,Exec-managerial,White,Female,0,0,45,US,<=50K
46,Self-emp-not-inc,257080,HS-grad,10,Divorced,Exec-managerial,White,Female,45,1,45,US,>50K
54,Government,87577,Bachelors,13,Divorced,Prof-specialty,Black,Female,6,0,40,US,<=50K
23,Government,277256,Bachelors,13,Never-married,Prof-specialty,White,Male,2,1,50,US,>50K
58,Government,107446,Doctorate,10,Married,Prof-specialty,White,Male,13,0,40,US,>50K
22,Private,389187,<=12th,9,Never-married,Handlers-cleaners,White,Female,0,0,40,Non-US,<=50K
64,Private,392807,<=12th,5,Married,Prof-specialty,White,Male,43,0,40,US,<=50K
36,Government,58975,HS-grad,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,1781,40,Non-US,<=50K
57,Private,186411,Some-college,13,Divorced,Exec-managerial,White,Female,2,0,40,US,>50K
19,Private,152502,<=12th,7,Never-married,Handlers-cleaners,White,Male,32,1,36,US,<=50K
36,Private,339633,HS-grad,9,Separated,Protective-serv,White,Male,3,0,40,US,>50K
50,Government,111054,Some-college,10,Married,Exec-managerial,White,Male,19,0,40,US,>50K
39,Private,153535,HS-grad,12,Divorced,Exec-managerial,Black,Female,33,0,40,US,<=50K
30,Private,442370,HS-grad,9,Widowed,Craft-repair,White,Female,31,0,40,US,<=50K
45,Private,198359,HS-grad,9,Married,Craft-repair,White,Male,2606,0,40,US,<=50K
46,Government,37790,HS-grad,9,Divorced,Sales,White,Female,0,0,32,US,<=50K
45,Government,158510,HS-grad,9,Divorced,Adm-clerical,White,Female,20,0,40,US,<=50K
20,Self-emp-not-inc,143985,Some-college,10,Never-married,Handlers-cleaners,White,Female,27,0,40,US,<=50K
21,Private,183489,Assoc-acdm,12,Never-married,Handlers-cleaners,White,Female,0,1,50,US,<=50K
59,Private,74884,Some-college,12,Married,Adm-clerical,White,Male,21,1,40,Non-US,<=50K
68,Private,106571,<=12th,5,Married,Handlers-cleaners,White,Male,18,0,40,Non-US,<=50K
38,Government,264854,Some-college,10,Never-married,Handlers-cleaners,White,Male,0,0,40,US,<=50K
64,Self-emp-inc,481129,<=12th,15,Married,Exec-managerial,Asian-Pac-Islander,Male,20,0,40,Non-US,<=50K
30,Private,187199,Some-college,10,Never-married,Adm-clerical,White,Male,32,0,40,US,<=50K
18,Self-emp-not-inc,102688,Some-college,10,Never-married,Tech-support,White,Male,11,1,25,US,<=50K
39,Private,75047,Bachelors,13,Divorced,Exec-managerial,White,Male,61,0,40,US,<=50K
41,Private,128497,Some-college,14,Married,Craft-repair,White,Female,0,1,40,US,<=50K
33,Private,142851,HS-grad,9,Never-married,Transport-moving,White,Female,7,1,36,US,<=50K
44,Private,186651,Masters,14,Married,Craft-repair,White,Male,25,0,40,US,>50K
31,Private,169901,HS-grad,9,Never-married,Other-service,White,Male,0,0,40,US,<=50K
31,Self-emp-not-inc,210559,Doctorate,13,Divorced,Prof-specialty,Asian-Pac-Islander,Female,17,0,50,Non-US,<=50K
48,Government,157903,Bachelors,13,Married,Protective-serv,White,Female,0,0,40,US,<=50K
27,Government,423654,Bachelors,13,Divorced,Prof-specialty,Asian-Pac-Islander,Female,31,0,40,Non-US,<=50K
25,Private,344786,<=12th,5,Never-married,Machine-op-inspct,White,Male,23,1,40,US,<=50K
41,Private,134909,Some-college,10,Divorced,Adm-clerical,Asian-Pac-Islander,Female,3,0,40,US,<=50K
51,Private,75359,Masters,14,Married,Transport-moving,Black,Male,3,0,13,US,<=50K
36,Private,60770,Doctorate,13,Never-married,Prof-specialty,Asian-Pac-Islander,Female,48,1670,13,Non-US,>50K
80,Government,175616,Some-college,10,Never-married,Prof-specialty,Asian-Pac-Islander,Female,6,0,40,Non-US,>50K
22,Self-emp-not-inc,378722,HS-grad,9,Never-married,Craft-repair,White,Male,0,1,21,US,<=50K
41,Government,139567,Masters,9,Divorced,Exec-managerial,White,Female,61,1,40,US,>50K
58,Private,216780,Assoc-acdm,13,Widowed,Prof-specialty,White,Male,11,1,40,US,>50K
45,Private,375663,HS-grad,9,Never-married,Handlers-cleaners,Other,Male,11,0,35,US,<=50K
40,Private,191650,Assoc-voc,14,Married,Exec-managerial,White,Female,36,0,40,US,<=50K
45,Private,260732,HS-grad,9,Divorced,Adm-clerical,White,Female,34,0,40,US,<=50K
37,Self-emp-inc,162586,Some-college,10,Married,Exec-managerial,White,Male,7531,0,50,US,>50K
20,Private,321052,Some-college,10,Never-married,Exec-managerial,White,Male,40,0,42,US,<=50K
22,Private,53219,HS-grad,9,Never-married,Handlers-cleaners,White,Male,33,1,49,US,<=50K
24,Private,302634,HS-grad,9,Never-married,Handlers-cleaners,White,Male,45,1,40,US,<=50K
35,Private,249707,Masters,14,Married,Prof-specialty,Black,Male,23,0,62,US,>50K
49,Private,94188,Assoc-acdm,12,Divorced,Prof-specialty,White,Female,6,0,40,US,<=50K
50,Self-emp-not-inc,154796,Bachelors,13,Married,Prof-specialty,Amer-Indian-Eskimo,Male,38,0,40,US,<=50K
47,Government,226374,Some-college,13,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,2,74,Non-US,<=50K
21,Private,234190,Some-college,10,Married,Adm-clerical,White,Male,52,0,50,US,<=50K
20,Government,316182,Some-college,10,Never-married,Adm-clerical,Black,Female,34,0,40,US,<=50K
87,Self-emp-not-inc,82492,HS-grad,9,Never-married,Sales,Asian-Pac-Islander,Female,0,0,40,US,<=50K
57,Private,177647,Some-college,10,Married,Prof-specialty,Asian-Pac-Islander,Female,21,1,40,Non-US,>50K
41,Private,163414,Bachelors,13,Married,Exec-managerial,Asian-Pac-Islander,Male,27,0,40,Non-US,>50K
57,Government,47557,Some-college,10,Divorced,Adm-clerical,White,Female,0,0,38,US,<=50K
64,Private,360437,Bachelors,13,Married,Sales,White,Male,4062,0,40,US,>50K
38,Private,196519,<=12th,4,Married,Sales,White,Male,7,0,36,Non-US,<=50K
52,Private,330324,HS-grad,9,Divorced,Other-service,White,Female,12,0,40,US,<=50K
21,Self-emp-not-inc,138329,HS-grad,9,Never-married,Protective-serv,White,Male,3,1,16,US,<=50K
57,Private,192732,Bachelors,13,Married,Exec-managerial,White,Female,19,1834,40,US,>50K
20,Private,329836,Some-college,10,Never-married,Adm-clerical,White,Female,13,1,40,US,<=50K
44,Government,95955,Bachelors,13,Married,Prof-specialty,White,Male,37,1833,40,US,>50K
23,Government,194148,HS-grad,9,Never-married,Handlers-cleaners,White,Female,0,0,6,US,<=50K
26,Private,137316,HS-grad,9,Never-married,Tech-support,White,Male,33,0,40,US,<=50K
50,Private,222261,<=12th,4,Divorced,Machine-op-inspct,White,Female,0,0,16,US,<=50K
34,Government,138413,Bachelors,13,Married,Prof-specialty,Asian-Pac-Islander,Female,0,1795,50,Non-US,<=50K
70,Government,191251,Some-college,14,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,2,0,40,US,<=50K
30,Private,174020,<=12th,3,Married,Prof-specialty,White,Male,9,0,22,US,<=50K
65,Private,266999,<=12th,4,Married,Machine-op-inspct,White,Male,0,0,20,US,<=50K
39,Government,168447,Some-college,10,Married,Tech-support,White,Male,31,1,40,US,<=50K
46,Government,49907,Masters,14,Married,Exec-managerial,White,Male,58,0,90,US,>50K
49,Private,166497,Bachelors,13,Never-married,Adm-clerical,White,Male,39,0,40,US,<=50K
26,Private,253385,<=12th,4,Never-married,Other-service,White,Male,19,0,12,Non-US,<=50K
39,Private,166941,Assoc-acdm,12,Married,Handlers-cleaners,Black,Male,62,0,40,US,<=50K
48,Private,158653,Some-college,10,Widowed,Other-service,White,Female,5,0,20,US,<=50K
56,Private,218928,HS-grad,9,Divorced,Adm-clerical,Black,Female,22,0,50,Non-US,<=50K
40,Private,62703,Bachelors,13,Married,Prof-specialty,Asian-Pac-Islander,Female,7977,0,40,Non-US,<=50K
48,Private,489661,Bachelors,13,Never-married,Sales,Asian-Pac-Islander,Male,19,1,23,Non-US,>50K
26,Government,227436,HS-grad,9,Never-married,Sales,White,Male,1,1,40,US,<=50K
35,Private,115190,HS-grad,9,Divorced,Machine-op-inspct,White,Male,21,0,50,US,<=50K
26,Private,257211,<=12th,3,Never-married,Priv-house-serv,White,Male,11,0,40,US,<=50K
42,Private,223474,HS-grad,9,Divorced,Exec-managerial,White,Male,0,0,49,US,<=50K
51,Self-emp-not-inc,206772,HS-grad,9,Divorced,Farming-fishing,White,Male,18,0,45,US,<=50K
39,Private,159132,Assoc-acdm,14,Married,Prof-specialty,White,Female,32,0,45,US,>50K
40,Private,138656,Some-college,3,Never-married,Prof-specialty,White,Female,32,1,23,US,<=50K
50,Private,350865,Bachelors,13,Never-married,Prof-specialty,White,Male,4,0,50,US,<=50K
44,Private,353063,HS-grad,9,Married,Craft-repair,White,Male,0,1,40,US,<=50K
42,Self-emp-not-inc,117148,HS-grad,9,Married,Craft-repair,White,Male,12,1,49,US,>50K
24,Private,249965,<=12th,10,Married,Sales,White,Female,69,0,21,US,<=50K
26,Private,35054,Bachelors,13,Never-married,Exec-managerial,White,Female,19,1,40,US,<=50K
72,Private,217143,<=12th,3,Married,Machine-op-inspct,White,Male,20,0,38,US,<=50K
37,Self-emp-not-inc,353074,HS-grad,9,Married,Transport-moving,Black,Male,0,0,23,US,<=50K
37,Self-emp-not-inc,115759,HS-grad,9,Never-married,Other-service,White,Male,0,0,62,US,<=50K
51,Government,159518,HS-grad,9,Married,Transport-moving,White,Male,32,0,40,US,<=50K
43,Private,202485,HS-grad,15,Married,Sales,Black,Male,28,1,40,US,>50K
19,Private,179334,Masters,14,Never-married,Prof-specialty,White,Female,24,0,41,Non-US,<=50K
33,Government,152449,HS-grad,9,Divorced,Sales,White,Male,20,1,40,US,<=50K
23,Private,53214,<=12th,7,Married,Handlers-cleaners,White,Male,31,0,40,US,<=50K
34,Self-emp-not-inc,46510,HS-grad,9,Married,Protective-serv,White,Male,4,0,51,US,<=50K
37,Government,125905,Masters,14,Married,Sales,Asian-Pac-Islander,Male,15540,1,36,Non-US,>50K
63,Private,197803,Some-college,10,Never-married,Adm-clerical,White,Female,32,2,40,US,<=50K
37,Private,215942,Bachelors,13,Married,Exec-managerial,Asian-Pac-Islander,Male,0,1866,40,US,>50K
46,Private,226917,Some-college,10,Divorced,Exec-managerial,Black,Female,29,0,40,Non-US,<=50K
59,Private,458138,HS-grad,9,Married,Sales,Black,Male,19,0,50,US,<=50K
45,Self-emp-not-inc,85207,Some-college,10,Divorced,Craft-repair,White,Male,23,1,71,US,<=50K
23,Self-emp-not-inc,192478,HS-grad,13,Divorced,Exec-managerial,Asian-Pac-Islander,Male,25,0,45,Non-US,<=50K
42,Private,370519,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,21,2209,41,US,>50K
26,Self-emp-not-inc,243316,HS-grad,9,Married,Farming-fishing,White,Male,11,0,51,US,<=50K
81,Self-emp-not-inc,214727,HS-grad,9,Married,Handlers-cleaners,White,Female,19,0,38,US,<=50K
62,Government,91226,Some-college,10,Never-married,Adm-clerical,White,Female,22,0,40,US,>50K
64,Government,188732,Bachelors,13,Married,Prof-specialty,White,Male,43,0,36,US,>50K
45,Government,173541,Bachelors,13,Divorced,Adm-clerical,White,Male,0,0,40,US,<=50K
38,Private,203566,<=12th,7,Never-married,Craft-repair,Black,Female,0,1,40,US,<=50K
28,Self-emp-not-inc,199592,Bachelors,13,Married,Prof-specialty,White,Male,31,1778,25,Non-US,<=50K
42,Self-emp-not-inc,197952,HS-grad,4,Married,Craft-repair,Amer-Indian-Eskimo,Male,10,0,32,US,<=50K
60,Private,188675,Some-college,10,Never-married,Adm-clerical,White,Female,6,0,40,Non-US,<=50K
27,Private,282515,HS-grad,9,Never-married,Craft-repair,White,Male,8,0,50,US,<=50K
39,Private,154035,Assoc-acdm,12,Divorced,Exec-managerial,Amer-Indian-Eskimo,Male,34,0,51,US,<=50K
49,Government,194420,Bachelors,13,Never-married,Prof-specialty,White,Female,13,1847,20,US,<=50K
43,Private,158732,Assoc-voc,15,Married,Other-service,White,Male,0,1788,40,US,>50K
21,Private,265327,Some-college,10,Never-married,Sales,White,Male,6,0,12,US,<=50K
48,Government,114871,Some-college,16,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
42,Private,81417,Bachelors,13,Married,Exec-managerial,Asian-Pac-Islander,Male,7,1,40,Non-US,>50K
22,Private,175055,HS-grad,9,Divorced,Other-service,Asian-Pac-Islander,Female,0,0,24,Non-US,<=50K
48,Private,359041,Bachelors,13,Married,Sales,Black,Male,10,0,40,US,<=50K
33,Self-emp-inc,221555,HS-grad,9,Married,Prof-specialty,White,Male,8,1834,45,US,>50K
65,Government,122888,Bachelors,13,Married,Exec-managerial,White,Male,28,0,40,US,>50K
26,Private,291149,HS-grad,9,Married,Prof-specialty,White,Female,63,1,40,US,<=50K
19,Private,50684,HS-grad,9,Never-married,Adm-clerical,Black,Female,0,0,33,US,<=50K
41,Government,301545,Bachelors,13,Married,Prof-specialty,White,Male,7649,0,60,US,>50K
33,Private,208965,Prof-school,10,Married,Machine-op-inspct,White,Male,4061,0,40,US,>50K
50,Self-emp-inc,41006,Prof-school,15,Married,Prof-specialty,White,Male,26,1874,49,Non-US,>50K
30,Self-emp-not-inc,121191,<=12th,7,Married,Craft-repair,White,Male,54,0,40,US,<=50K
36,Private,323479,HS-grad,9,Married,Machine-op-inspct,Black,Male,10,0,51,US,<=50K
68,Private,52927,HS-grad,9,Divorced,Transport-moving,White,Male,29,0,33,US,<=50K
40,Private,203079,Some-college,10,Married,Tech-support,White,Male,41,0,38,US,<=50K
73,Government,181818,Masters,14,Divorced,Adm-clerical,White,Female,32,2,40,US,<=50K
41,Private,165279,Masters,13,Widowed,Sales,White,Female,9,0,36,US,<=50K
63,Private,161439,HS-grad,9,Widowed,Sales,White,Female,8,0,50,US,<=50K
42,Private,77856,Assoc-voc,15,Married,Prof-specialty,Asian-Pac-Islander,Male,35,1,40,Non-US,<=50K
31,Private,74391,Some-college,10,Never-married,Tech-support,White,Female,51,0,77,US,<=50K
59,Government,175661,Some-college,10,Married,Craft-repair,White,Male,46,1912,40,Non-US,>50K
25,Private,56771,<=12th,4,Never-married,Other-service,White,Male,15,0,43,US,<=50K
18,Private,47631,HS-grad,9,Separated,Other-service,Black,Female,40,0,37,US,<=50K
25,Private,115257,HS-grad,9,Divorced,Other-service,White,Female,23,0,38,US,<=50K
25,Private,101850,Bachelors,13,Never-married,Exec-managerial,Asian-Pac-Islander,Female,28,1,40,Non-US,<=50K
39,Private,149459,HS-grad,9,Married,Handlers-cleaners,Black,Male,36,0,45,US,<=50K
26,Private,49034,HS-grad,9,Never-married,Handlers-cleaners,White,Male,28,1860,40,US,<=50K
62,Private,227759,<=12th,4,Married,Craft-repair,White,Male,5,0,40,US,<=50K
26,Private,204026,<=12th,6,Divorced,Craft-repair,White,Female,9,0,16,US,<=50K
19,Private,30805,Some-college,10,Separated,Other-service,White,Male,36,0,22,US,<=50K
31,Private,291010,HS-grad,11,Married,Craft-repair,White,Female,0,0,40,US,<=50K
25,Private,146166,HS-grad,9,Never-married,Other-service,White,Male,33,0,45,US,<=50K
44,Private,226804,Bachelors,13,Married,Machine-op-inspct,Asian-Pac-Islander,Male,2,0,40,Non-US,>50K
42,Government,34412,Some-college,10,Married,Adm-clerical,Asian-Pac-Islander,Female,0,0,45,Non-US,>50K
45,Government,374390,HS-grad,9,Divorced,Adm-clerical,White,Female,0,0,40,US,<=50K
30,Private,165665,HS-grad,9,Never-married,Machine-op-inspct,White,Female,2,0,40,US,<=50K
32,Private,78577,HS-grad,9,Separated,Transport-moving,White,Male,7,0,31,US,<=50K
33,Private,142459,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,44,0,40,Non-US,<=50K
50,Private,144664,Bachelors,11,Married,Adm-clerical,White,Male,3,1,40,US,>50K
56,Government,180652,Masters,14,Married,Handlers-cleaners,Black,Female,15,2137,40,Non-US,<=50K
39,Government,37553,Some-college,10,Divorced,Exec-managerial,White,Female,36,0,40,US,<=50K
47,Self-emp-not-inc,263188,Doctorate,9,Divorced,Exec-managerial,White,Female,23,0,17,US,<=50K
39,Private,156559,Some-college,10,Married,Craft-repair,White,Male,0,0,40,US,<=50K
20,Private,340024,HS-grad,9,Never-married,Adm-clerical,White,Female,0,1,18,US,<=50K
26,Private,99435,Prof-school,13,Married,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
26,Government,104120,Some-college,10,Never-married,Exec-managerial,White,Female,10,1,40,US,<=50K
45,Private,348308,HS-grad,9,Married,Exec-managerial,White,Male,7,1,40,US,<=50K
37,Private,168502,Bachelors,13,Married,Sales,White,Male,2,0,50,US,>50K
33,Without-pay,598194,<=12th,3,Married,Craft-repair,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
24,Private,243407,HS-grad,9,Never-married,Adm-clerical,Black,Male,9,0,40,US,<=50K
61,Private,283132,Assoc-acdm,6,Married,Farming-fishing,White,Male,27,1,35,US,<=50K
43,Private,220075,Bachelors,13,Married,Prof-specialty,White,Male,7843,1877,58,US,>50K
38,Self-emp-not-inc,155373,HS-grad,9,Married,Exec-managerial,Black,Male,3753,0,60,US,>50K
39,Private,292496,HS-grad,9,Married,Craft-repair,Asian-Pac-Islander,Male,7872,1904,39,US,>50K
57,Private,275737,<=12th,5,Never-married,Priv-house-serv,Black,Male,22,1,40,US,<=50K
27,Private,261311,HS-grad,5,Never-married,Other-service,White,Female,16,1,40,Non-US,<=50K
45,Self-emp-not-inc,399114,HS-grad,9,Married,Exec-managerial,White,Male,0,0,40,US,<=50K
58,Private,234490,Bachelors,13,Married,Prof-specialty,White,Male,14,0,40,US,<=50K
62,Government,240343,Bachelors,13,Married,Prof-specialty,White,Male,15287,2,62,US,>50K
50,Government,241116,Doctorate,15,Married,Prof-specialty,Asian-Pac-Islander,Female,11,1777,40,Non-US,>50K
41,Private,122227,Doctorate,9,Married,Protective-serv,White,Male,8,0,40,US,>50K
61,Private,190602,Some-college,10,Never-married,Adm-clerical,White,Male,2855,0,40,US,>50K
37,Private,314408,Some-college,10,Married,Machine-op-inspct,White,Male,15,0,40,US,<=50K
43,Private,208088,Some-college,10,Divorced,Adm-clerical,White,Female,31,0,72,US,<=50K
41,Private,419677,HS-grad,9,Married,Adm-clerical,Asian-Pac-Islander,Male,0,1,40,US,<=50K
46,Self-emp-not-inc,154182,<=12th,15,Married,Sales,White,Male,12,2,50,US,>50K
22,Self-emp-not-inc,243647,HS-grad,9,Married,Handlers-cleaners,White,Male,41,2,61,US,<=50K
39,Self-emp-not-inc,209197,Bachelors,13,Married,Exec-managerial,White,Male,54,2,40,US,>50K
49,Private,63134,Bachelors,13,Married,Exec-managerial,Asian-Pac-Islander,Male,0,1,45,Non-US,>50K
45,Self-emp-not-inc,326381,HS-grad,9,Married,Transport-moving,White,Male,0,2,50,Non-US,<=50K
46,Private,210996,Assoc-acdm,12,Never-married,Sales,White,Male,28,0,56,US,>50K
38,Private,153661,Masters,14,Divorced,Prof-specialty,White,Female,13,1,40,US,<=50K
34,Private,104333,Some-college,10,Divorced,Exec-managerial,White,Female,13,0,40,Non-US,<=50K
60,Government,141231,Doctorate,16,Divorced,Prof-specialty,White,Male,24,0,80,US,<=50K
46,Self-emp-not-inc,386405,Some-college,10,Married,Craft-repair,White,Male,30,0,51,US,>50K
53,Government,127849,Some-college,10,Divorced,Exec-managerial,White,Female,38,0,40,US,>50K
39,Government,279432,Assoc-acdm,12,Never-married,Protective-serv,Black,Female,0,0,40,US,<=50K
21,Government,235121,Bachelors,13,Never-married,Prof-specialty,Black,Male,0,1,36,US,<=50K
37,Private,304466,Bachelors,14,Divorced,Prof-specialty,White,Female,8,0,32,US,<=50K
48,Private,177081,Bachelors,13,Never-married,Sales,White,Male,0,1,33,US,<=50K
37,Private,198464,Assoc-voc,9,Never-married,Protective-serv,Black,Male,7,0,40,US,<=50K
40,Private,199814,HS-grad,9,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,Non-US,<=50K
50,Private,295370,HS-grad,9,Divorced,Other-service,White,Female,0,0,36,US,<=50K
28,Government,195136,<=12th,9,Married,Other-service,White,Male,0,0,40,US,<=50K
34,Private,99737,Assoc-voc,11,Divorced,Exec-managerial,White,Male,48,0,40,US,<=50K
21,Government,88995,HS-grad,9,Never-married,Prof-specialty,White,Female,3,0,40,US,<=50K
66,Private,145347,Some-college,10,Divorced,Adm-clerical,White,Female,31,1,40,US,<=50K
27,Private,231313,Some-college,10,Never-married,Adm-clerical,Other,Male,0,1,40,Non-US,<=50K
65,Private,109538,<=12th,3,Married,Handlers-cleaners,White,Male,8,0,40,Non-US,<=50K
33,Private,229918,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,2,50,US,<=50K
48,Government,147101,Some-college,10,Never-married,Adm-clerical,White,Female,0,0,20,Non-US,<=50K
56,Private,160463,<=12th,5,Married,Handlers-cleaners,White,Male,0,1829,40,Non-US,<=50K
24,Government,100922,Assoc-acdm,12,Married,Machine-op-inspct,White,Male,4,0,40,US,<=50K
34,Private,154525,Bachelors,13,Divorced,Sales,White,Male,9,0,51,US,>50K
41,Government,44014,Bachelors,13,Never-married,Sales,White,Female,0,0,12,US,<=50K
47,Government,200532,Assoc-voc,14,Divorced,Prof-specialty,White,Female,36,2,40,US,>50K
33,Private,323422,HS-grad,9,Divorced,Craft-repair,Black,Male,39,0,40,US,<=50K
55,Private,196863,HS-grad,9,Married,Sales,White,Male,17,0,50,US,<=50K
49,Government,348054,Masters,14,Divorced,Prof-specialty,White,Female,11,1,40,US,<=50K
36,Private,167325,Some-college,10,Never-married,Craft-repair,White,Male,29,0,19,US,<=50K
45,Government,80527,Assoc-voc,11,Divorced,Prof-specialty,White,Female,19,1,49,US,<=50K
43,Private,196856,Some-college,10,Married,Machine-op-inspct,White,Male,0,0,40,Non-US,<=50K
22,Private,67941,HS-grad,9,Married,Craft-repair,White,Female,28,1,36,US,<=50K
29,Private,360176,Bachelors,13,Married,Adm-clerical,White,Male,23,0,57,US,<=50K
47,Private,122732,Prof-school,15,Married,Sales,Asian-Pac-Islander,Male,14,0,50,Non-US,<=50K
47,Government,165972,Some-college,10,Divorced,Exec-managerial,White,Female,53,2,40,US,<=50K
26,Private,181342,HS-grad,12,Never-married,Prof-specialty,Black,Female,18,2,59,Non-US,<=50K
30,Government,133881,<=12th,16,Married,Prof-specialty,White,Male,0,0,40,US,>50K
59,Private,71215,<=12th,7,Married,Priv-house-serv,White,Female,3,0,37,US,<=50K
51,Private,117345,<=12th,7,Married,Machine-op-inspct,White,Male,46,0,40,US,<=50K
35,Private,73788,HS-grad,9,Married,Exec-managerial,White,Male,0,0,61,US,>50K
65,Private,114008,Some-college,10,Divorced,Adm-clerical,White,Female,0,0,12,US,<=50K
21,Private,184188,<=12th,8,Married,Sales,Black,Female,0,0,24,Non-US,<=50K
29,Private,241474,Some-college,14,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,34,0,15,US,<=50K
23,Self-emp-not-inc,359286,Bachelors,13,Married,Prof-specialty,White,Male,8,1,45,US,>50K
40,Private,95856,<=12th,11,Married,Other-service,Black,Female,15,0,24,US,<=50K
32,Self-emp-not-inc,39435,HS-grad,9,Never-married,Other-service,White,Male,0,1,20,US,<=50K
28,Private,183038,Some-college,10,Never-married,Adm-clerical,White,Female,17,0,40,US,<=50K
47,Private,181627,<=12th,9,Married,Machine-op-inspct,White,Male,2,0,37,US,<=50K
42,Self-emp-not-inc,238699,Prof-school,15,Divorced,Prof-specialty,White,Female,36,0,50,US,<=50K
37,Private,48378,Doctorate,11,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,0,1,40,US,<=50K
21,Self-emp-not-inc,199429,<=12th,5,Never-married,Transport-moving,White,Male,33,1,21,US,<=50K
21,Private,360014,HS-grad,9,Never-married,Handlers-cleaners,White,Male,15,2,46,Non-US,<=50K
18,Private,716176,Some-college,10,Divorced,Adm-clerical,Black,Female,59,0,40,US,<=50K
22,Self-emp-not-inc,39962,HS-grad,9,Married,Craft-repair,White,Male,3535,0,34,US,>50K
20,Self-emp-not-inc,96311,HS-grad,9,Never-married,Prof-specialty,White,Male,0,0,45,US,<=50K
22,Private,374241,<=12th,7,Never-married,Handlers-cleaners,White,Male,11,0,50,US,<=50K
40,Government,291152,HS-grad,9,Never-married,Other-service,Asian-Pac-Islander,Male,8,0,40,Non-US,<=50K
18,Private,222972,Bachelors,13,Married,Prof-specialty,White,Male,0,1875,36,Non-US,>50K
47,Private,347310,HS-grad,9,Divorced,Adm-clerical,White,Female,12,0,40,US,>50K
47,Self-emp-inc,318941,<=12th,6,Married,Transport-moving,White,Male,29,0,58,US,>50K
39,Government,177264,HS-grad,9,Divorced,Exec-managerial,White,Female,39,0,50,US,<=50K
